VJ.combi,count.seq,mouseID,analysis_type,filename,path
IGHV14-3*01_IGHJ2*01_42_1,3,m14,pos_YFP,m14_pos_YFP_IGHV14-3-01_IGHJ2-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV14-3-01_IGHJ2-01_42_1.aln.fasta
IGHV1-5*01_IGHJ1*03_45_1,3,m14,pos_YFP,m14_pos_YFP_IGHV1-5-01_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-5-01_IGHJ1-03_45_1.aln.fasta
IGHV1-76*01_IGHJ2*01_51_1,3,m14,pos_YFP,m14_pos_YFP_IGHV1-76-01_IGHJ2-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-76-01_IGHJ2-01_51_1.aln.fasta
IGHV5-4*01_IGHJ4*01_45_1,3,m14,pos_YFP,m14_pos_YFP_IGHV5-4-01_IGHJ4-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV5-4-01_IGHJ4-01_45_1.aln.fasta
IGHV1-80*01_IGHJ2*01_30_1,3,m14,pos_YFP,m14_pos_YFP_IGHV1-80-01_IGHJ2-01_30_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-80-01_IGHJ2-01_30_1.aln.fasta
IGHV1-76*01_IGHJ3*01_48_1,3,m14,pos_YFP,m14_pos_YFP_IGHV1-76-01_IGHJ3-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-76-01_IGHJ3-01_48_1.aln.fasta
IGHV1-47*01_IGHJ3*01_39_2,3,m14,pos_YFP,m14_pos_YFP_IGHV1-47-01_IGHJ3-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-47-01_IGHJ3-01_39_2.aln.fasta
IGHV1-55*01_IGHJ1*03_45_1,3,m14,pos_YFP,m14_pos_YFP_IGHV1-55-01_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-55-01_IGHJ1-03_45_1.aln.fasta
IGHV2-3*01_IGHJ1*03_42_1,3,m14,pos_YFP,m14_pos_YFP_IGHV2-3-01_IGHJ1-03_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV2-3-01_IGHJ1-03_42_1.aln.fasta
IGHV10-1*01_IGHJ2*01_44_3,3,m14,pos_YFP,m14_pos_YFP_IGHV10-1-01_IGHJ2-01_44_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV10-1-01_IGHJ2-01_44_3.aln.fasta
IGHV10-1*01_IGHJ2*01_43_1,3,m14,pos_YFP,m14_pos_YFP_IGHV10-1-01_IGHJ2-01_43_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV10-1-01_IGHJ2-01_43_1.aln.fasta
IGHV1-53*01_IGHJ3*01_36_1,4,m14,pos_YFP,m14_pos_YFP_IGHV1-53-01_IGHJ3-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-53-01_IGHJ3-01_36_1.aln.fasta
IGHV1-59*01_IGHJ1*03_45_1,4,m14,pos_YFP,m14_pos_YFP_IGHV1-59-01_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-59-01_IGHJ1-03_45_1.aln.fasta
IGHV1-53*01_IGHJ3*01_51_1,4,m14,pos_YFP,m14_pos_YFP_IGHV1-53-01_IGHJ3-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-53-01_IGHJ3-01_51_1.aln.fasta
IGHV2-6*03_IGHJ4*01_45_1,4,m14,pos_YFP,m14_pos_YFP_IGHV2-6-03_IGHJ4-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV2-6-03_IGHJ4-01_45_1.aln.fasta
IGHV1-26*01_IGHJ3*01_36_1,4,m14,pos_YFP,m14_pos_YFP_IGHV1-26-01_IGHJ3-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-26-01_IGHJ3-01_36_1.aln.fasta
IGHV1-77*01_IGHJ3*01_30_1,4,m14,pos_YFP,m14_pos_YFP_IGHV1-77-01_IGHJ3-01_30_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/pos_YFP_MIDs/m14_pos_YFP_IGHV1-77-01_IGHJ3-01_30_1.aln.fasta
