VJ.combi,count.seq,mouseID,analysis_type,filename,path
IGHV2-9_IGHJ2*01_39_1,2,m30,all_YFP,m30_all_YFP_IGHV2-9_IGHJ2-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV2-9_IGHJ2-01_39_1.aln.fasta
IGHV2-9_IGHJ2*01_45_1,2,m30,all_YFP,m30_all_YFP_IGHV2-9_IGHJ2-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV2-9_IGHJ2-01_45_1.aln.fasta
IGHV2-9_IGHJ2*01_36_1,2,m30,all_YFP,m30_all_YFP_IGHV2-9_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV2-9_IGHJ2-01_36_1.aln.fasta
IGHV2-9_IGHJ4*01_36_2,2,m30,all_YFP,m30_all_YFP_IGHV2-9_IGHJ4-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV2-9_IGHJ4-01_36_2.aln.fasta
IGHV1-62_IGHJ1*03_42_1,2,m30,all_YFP,m30_all_YFP_IGHV1-62_IGHJ1-03_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV1-62_IGHJ1-03_42_1.aln.fasta
IGHV2-9_IGHJ4*01_42_1,2,m30,all_YFP,m30_all_YFP_IGHV2-9_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV2-9_IGHJ4-01_42_1.aln.fasta
IGHV1-62_IGHJ3*01_51_2,2,m30,all_YFP,m30_all_YFP_IGHV1-62_IGHJ3-01_51_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV1-62_IGHJ3-01_51_2.aln.fasta
IGHV2-9_IGHJ1*03_45_2,2,m30,all_YFP,m30_all_YFP_IGHV2-9_IGHJ1-03_45_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV2-9_IGHJ1-03_45_2.aln.fasta
IGHV1-75*01_IGHJ3*01_45_2,3,m30,all_YFP,m30_all_YFP_IGHV1-75-01_IGHJ3-01_45_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV1-75-01_IGHJ3-01_45_2.aln.fasta
IGHV10-3*01_IGHJ2*01_36_1,3,m30,all_YFP,m30_all_YFP_IGHV10-3-01_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/all_YFP_MIDs/m30_all_YFP_IGHV10-3-01_IGHJ2-01_36_1.aln.fasta
